20:31:05.258 [main] INFO  org.testng.internal.Utils - [Warning] The regular expression "getBookingAPITest" didn't match any method in class APITest.BookingAPITest.GetBookingAPITest
20:31:21.083 [main] INFO  filters.LoggingFilters - Body: {"firstname":"Chiquita","lastname":"Ebert","totalprice":79797,"depositpaid":false,"bookingdates":{"checkin":"2024-01-01","checkout":"2023-01-01"},"additionalneeds":"Breakfast"}
20:31:22.201 [main] INFO  filters.LoggingFilters - response status: 200
20:31:22.201 [main] INFO  filters.LoggingFilters - response headers: Content-Length=176
Content-Type=application/json; charset=utf-8
Date=Sat, 22 Nov 2025 15:01:21 GMT
Etag=W/"b0-e2Wxo8/piTL60AYhe26Lzzvfhc8"
Nel={"report_to":"heroku-nel","response_headers":["Via"],"max_age":3600,"success_fraction":0.01,"failure_fraction":0.1}
Report-To={"group":"heroku-nel","endpoints":[{"url":"https://nel.heroku.com/reports?s=xTZkxiPQl%2FA0zPU0PHx0xgoPQ6A30csfdr9b3wAxVa8%3D\u0026sid=c46efe9b-d3d2-4a0c-8c76-bfafa16c5add\u0026ts=1763823681"}],"max_age":3600}
Reporting-Endpoints=heroku-nel="https://nel.heroku.com/reports?s=xTZkxiPQl%2FA0zPU0PHx0xgoPQ6A30csfdr9b3wAxVa8%3D&sid=c46efe9b-d3d2-4a0c-8c76-bfafa16c5add&ts=1763823681"
Server=Heroku
Via=1.1 heroku-router
X-Powered-By=Express
20:31:22.201 [main] INFO  filters.LoggingFilters - response body: {
    "firstname": "Chiquita",
    "lastname": "Ebert",
    "totalprice": 79797,
    "depositpaid": false,
    "bookingdates": {
        "checkin": "2024-01-01",
        "checkout": "2023-01-01"
    },
    "additionalneeds": "Breakfast"
}
20:31:22.228 [main] INFO  filters.LoggingFilters - Request Uri: https://restful-booker.herokuapp.com/booking
20:31:22.228 [main] INFO  filters.LoggingFilters - headers: Accept=*/*
Content-Type=application/json
20:31:22.228 [main] INFO  filters.LoggingFilters - Body: {"firstname":"Tu","lastname":"Sanford","totalprice":84939,"depositpaid":false,"bookingdates":{"checkin":"2024-01-01","checkout":"2023-01-01"},"additionalneeds":"Dinner"}
20:31:23.332 [main] INFO  filters.LoggingFilters - response status: 200
20:31:23.332 [main] INFO  filters.LoggingFilters - response headers: Content-Length=196
Content-Type=application/json; charset=utf-8
Date=Sat, 22 Nov 2025 15:01:22 GMT
Etag=W/"c4-tIQPyaMtOh4cWjfMzReZJHEToB0"
Nel={"report_to":"heroku-nel","response_headers":["Via"],"max_age":3600,"success_fraction":0.01,"failure_fraction":0.1}
Report-To={"group":"heroku-nel","endpoints":[{"url":"https://nel.heroku.com/reports?s=Uq%2Ba95%2BSDC2sUfUW5cN67eQCq7WTSkfLa3B2bbOLxcE%3D\u0026sid=c46efe9b-d3d2-4a0c-8c76-bfafa16c5add\u0026ts=1763823682"}],"max_age":3600}
Reporting-Endpoints=heroku-nel="https://nel.heroku.com/reports?s=Uq%2Ba95%2BSDC2sUfUW5cN67eQCq7WTSkfLa3B2bbOLxcE%3D&sid=c46efe9b-d3d2-4a0c-8c76-bfafa16c5add&ts=1763823682"
Server=Heroku
Via=1.1 heroku-router
X-Powered-By=Express
20:31:23.332 [main] INFO  filters.LoggingFilters - response body: {
    "bookingid": 60,
    "booking": {
        "firstname": "Tu",
        "lastname": "Sanford",
        "totalprice": 84939,
        "depositpaid": false,
        "bookingdates": {
            "checkin": "2024-01-01",
            "checkout": "2023-01-01"
        },
        "additionalneeds": "Dinner"
    }
}
20:31:23.377 [main] INFO  filters.LoggingFilters - Request Uri: https://restful-booker.herokuapp.com/booking/60
20:31:23.377 [main] INFO  filters.LoggingFilters - headers: Authorization=Basic YWRtaW46cGFzc3dvcmQxMjM=
Accept=*/*
Content-Type=application/json
20:31:23.377 [main] INFO  filters.LoggingFilters - Body: null
20:31:24.497 [main] INFO  filters.LoggingFilters - response status: 201
20:31:24.497 [main] INFO  filters.LoggingFilters - response headers: Content-Length=7
Content-Type=text/plain; charset=utf-8
Date=Sat, 22 Nov 2025 15:01:24 GMT
Etag=W/"7-rM9AyJuqT6iOan/xHh+AW+7K/T8"
Nel={"report_to":"heroku-nel","response_headers":["Via"],"max_age":3600,"success_fraction":0.01,"failure_fraction":0.1}
Report-To={"group":"heroku-nel","endpoints":[{"url":"https://nel.heroku.com/reports?s=M0CcTRpEegqGq9E%2BCaoGcRCGhgmwKMDUoC7xwvFEQ%2BE%3D\u0026sid=c46efe9b-d3d2-4a0c-8c76-bfafa16c5add\u0026ts=1763823684"}],"max_age":3600}
Reporting-Endpoints=heroku-nel="https://nel.heroku.com/reports?s=M0CcTRpEegqGq9E%2BCaoGcRCGhgmwKMDUoC7xwvFEQ%2BE%3D&sid=c46efe9b-d3d2-4a0c-8c76-bfafa16c5add&ts=1763823684"
Server=Heroku
Via=1.1 heroku-router
X-Powered-By=Express
20:31:24.497 [main] INFO  filters.LoggingFilters - response body: Created
20:31:24.517 [main] INFO  filters.LoggingFilters - Request Uri: https://restful-booker.herokuapp.com/auth
20:31:24.517 [main] INFO  filters.LoggingFilters - headers: Accept=*/*
Content-Type=application/json
20:31:24.517 [main] INFO  filters.LoggingFilters - Body: {"username":"admin","password":"password123"}
20:31:25.639 [main] INFO  filters.LoggingFilters - response status: 200
20:31:25.639 [main] INFO  filters.LoggingFilters - response headers: Content-Length=27
Content-Type=application/json; charset=utf-8
Date=Sat, 22 Nov 2025 15:01:25 GMT
Etag=W/"1b-vkizHd5MoN2f5ZGudEA9dE8B72M"
Nel={"report_to":"heroku-nel","response_headers":["Via"],"max_age":3600,"success_fraction":0.01,"failure_fraction":0.1}
Report-To={"group":"heroku-nel","endpoints":[{"url":"https://nel.heroku.com/reports?s=r%2FVtUNDT69QayJbKTgRqj%2B2%2BQtLzNB%2FtRjQXhAKRAR4%3D\u0026sid=c46efe9b-d3d2-4a0c-8c76-bfafa16c5add\u0026ts=1763823685"}],"max_age":3600}
Reporting-Endpoints=heroku-nel="https://nel.heroku.com/reports?s=r%2FVtUNDT69QayJbKTgRqj%2B2%2BQtLzNB%2FtRjQXhAKRAR4%3D&sid=c46efe9b-d3d2-4a0c-8c76-bfafa16c5add&ts=1763823685"
Server=Heroku
Via=1.1 heroku-router
X-Powered-By=Express
20:31:25.639 [main] INFO  filters.LoggingFilters - response body: {
    "token": "d4ce172894c6b12"
}
20:31:26.672 [main] INFO  filters.LoggingFilters - Request Uri: https://restful-booker.herokuapp.com/auth
20:31:26.672 [main] INFO  filters.LoggingFilters - headers: Accept=*/*
Content-Type=application/json
20:31:26.672 [main] INFO  filters.LoggingFilters - Body: {"username":"admin","password":"password123"}
20:31:27.763 [main] INFO  filters.LoggingFilters - response status: 200
20:31:27.763 [main] INFO  filters.LoggingFilters - response headers: Content-Length=27
Content-Type=application/json; charset=utf-8
Date=Sat, 22 Nov 2025 15:01:27 GMT
Etag=W/"1b-tWHllSMy7jquDfe6x4STzwsZ1/I"
Nel={"report_to":"heroku-nel","response_headers":["Via"],"max_age":3600,"success_fraction":0.01,"failure_fraction":0.1}
Report-To={"group":"heroku-nel","endpoints":[{"url":"https://nel.heroku.com/reports?s=zDqmsWHYiBgv3L%2F%2BK9lD1HwhWCwGLDwx7PJ9A0axq2s%3D\u0026sid=c46efe9b-d3d2-4a0c-8c76-bfafa16c5add\u0026ts=1763823687"}],"max_age":3600}
Reporting-Endpoints=heroku-nel="https://nel.heroku.com/reports?s=zDqmsWHYiBgv3L%2F%2BK9lD1HwhWCwGLDwx7PJ9A0axq2s%3D&sid=c46efe9b-d3d2-4a0c-8c76-bfafa16c5add&ts=1763823687"
Server=Heroku
Via=1.1 heroku-router
X-Powered-By=Express
20:31:27.765 [main] INFO  filters.LoggingFilters - response body: {
    "token": "e21450e03387a5a"
}
20:31:27.809 [main] INFO  filters.LoggingFilters - Request Uri: https://restful-booker.herokuapp.com/auth
20:31:27.809 [main] INFO  filters.LoggingFilters - headers: Accept=*/*
Content-Type=application/json
20:31:27.809 [main] INFO  filters.LoggingFilters - Body: {}
20:31:28.939 [main] INFO  filters.LoggingFilters - response status: 200
20:31:28.939 [main] INFO  filters.LoggingFilters - response headers: Content-Length=28
Content-Type=application/json; charset=utf-8
Date=Sat, 22 Nov 2025 15:01:28 GMT
Etag=W/"1c-J3EiwfZwVQjKTKvpvazUfTni8fI"
Nel={"report_to":"heroku-nel","response_headers":["Via"],"max_age":3600,"success_fraction":0.01,"failure_fraction":0.1}
Report-To={"group":"heroku-nel","endpoints":[{"url":"https://nel.heroku.com/reports?s=IwL5rGUGjuAFcQgI%2FE2uNOTDy5%2BmHpERi0ln10sIHRY%3D\u0026sid=c46efe9b-d3d2-4a0c-8c76-bfafa16c5add\u0026ts=1763823688"}],"max_age":3600}
Reporting-Endpoints=heroku-nel="https://nel.heroku.com/reports?s=IwL5rGUGjuAFcQgI%2FE2uNOTDy5%2BmHpERi0ln10sIHRY%3D&sid=c46efe9b-d3d2-4a0c-8c76-bfafa16c5add&ts=1763823688"
Server=Heroku
Via=1.1 heroku-router
X-Powered-By=Express
20:31:28.939 [main] INFO  filters.LoggingFilters - response body: {
    "reason": "Bad credentials"
}
20:31:28.958 [main] INFO  filters.LoggingFilters - Request Uri: https://restful-booker.herokuapp.com/auth
20:31:28.964 [main] INFO  filters.LoggingFilters - headers: Accept=*/*
Content-Type=application/json
20:31:28.964 [main] INFO  filters.LoggingFilters - Body: {"username":"abc","password":"123"}
20:31:30.051 [main] INFO  filters.LoggingFilters - response status: 200
20:31:30.052 [main] INFO  filters.LoggingFilters - response headers: Content-Length=28
Content-Type=application/json; charset=utf-8
Date=Sat, 22 Nov 2025 15:01:29 GMT
Etag=W/"1c-J3EiwfZwVQjKTKvpvazUfTni8fI"
Nel={"report_to":"heroku-nel","response_headers":["Via"],"max_age":3600,"success_fraction":0.01,"failure_fraction":0.1}
Report-To={"group":"heroku-nel","endpoints":[{"url":"https://nel.heroku.com/reports?s=bZLA1b40qaBMxe5W3dU3zCRyZZ39Eaf4sC4gv4sUtLU%3D\u0026sid=c46efe9b-d3d2-4a0c-8c76-bfafa16c5add\u0026ts=1763823689"}],"max_age":3600}
Reporting-Endpoints=heroku-nel="https://nel.heroku.com/reports?s=bZLA1b40qaBMxe5W3dU3zCRyZZ39Eaf4sC4gv4sUtLU%3D&sid=c46efe9b-d3d2-4a0c-8c76-bfafa16c5add&ts=1763823689"
Server=Heroku
Via=1.1 heroku-router
X-Powered-By=Express
20:31:30.053 [main] INFO  filters.LoggingFilters - response body: {
    "reason": "Bad credentials"
}
20:31:32.127 [main] INFO  org.testng.internal.Utils - [TestNG] Time taken by org.testng.reporters.jq.Main@24f8707c: 111 ms
20:31:32.132 [main] INFO  org.testng.internal.Utils - [TestNG] Time taken by org.testng.reporters.FailedReporter@c7aac7c: 3 ms
20:31:32.236 [main] INFO  org.testng.internal.Utils - [TestNG] Time taken by org.testng.reporters.XMLReporter@3368cf02: 104 ms
20:31:32.269 [main] INFO  org.testng.internal.Utils - [TestNG] Time taken by org.testng.reporters.EmailableReporter2@bbf361a: 33 ms
20:31:32.413 [main] INFO  org.testng.internal.Utils - [TestNG] Time taken by org.testng.reporters.JUnitReportReporter@21b792c2: 144 ms
20:31:32.415 [main] INFO  org.testng.internal.Utils - [TestNG] Time taken by org.testng.internal.ExitCodeListener@6202f8bf: 2 ms
